ISO3v10,Country,Continent,ElevationZone,UrbanRuralDesignation,Population1990,PercentofCountryPopulation1990,Population2000,PercentofCountryPopulation2000,Population2010,PercentofCountryPopulation2010,Population2100,PercentofCountryPopulation2100
ZAF,South Africa,Africa,Total National Population,Urban,23246706,63,29233170,64.1,32784074,65,29822132,69.8
SDN,Sudan,Africa,10m LECZ: 1 km Cell Size,Rural,57090,0.2,70888,0.2,73826,0.2,202745,0.3
SDN,Sudan,Africa,10m LECZ: 1 km Cell Size,Urban,72929,0.3,118679,0.4,124246,0.4,217408,0.4
SDN,Sudan,Africa,10m LECZ: 90m Cell Size,Rural,55255,0.2,68702,0.2,71549,0.2,194091,0.3
SDN,Sudan,Africa,10m LECZ: 90m Cell Size,Urban,61880,0.2,101164,0.3,105909,0.3,185323,0.3
SDN,Sudan,Africa,Total National Population,Rural,19379794,74.4,22507608,68.4,23440347,68.3,40535704,65.8
SDN,Sudan,Africa,Total National Population,Urban,6683042,25.6,10390652,31.6,10878043,31.7,21073900,34.2
SWZ,Swaziland,Africa,10m LECZ: 1 km Cell Size,Rural,0,0,0,0,0,0,0,0
SWZ,Swaziland,Africa,10m LECZ: 1 km Cell Size,Urban,0,0,0,0,0,0,0,0
SWZ,Swaziland,Africa,10m LECZ: 90m Cell Size,Rural,0,0,0,0,0,0,0,0
SWZ,Swaziland,Africa,10m LECZ: 90m Cell Size,Urban,0,0,0,0,0,0,0,0
SWZ,Swaziland,Africa,Total National Population,Rural,747523,86.4,889865,87,1048733,87.2,666718,91.5
SWZ,Swaziland,Africa,Total National Population,Urban,117931,13.6,133200,13,154597,12.8,61799,8.5
TZA,Tanzania,Africa,10m LECZ: 1 km Cell Size,Rural,272042,1,341055,1,451424,1,1632896,1.8
TZA,Tanzania,Africa,10m LECZ: 1 km Cell Size,Urban,276615,1.1,417326,1.2,575992,1.2,3278739,3.6
TZA,Tanzania,Africa,10m LECZ: 90m Cell Size,Rural,246414,0.9,307661,0.9,407224,0.9,1472338,1.6
TZA,Tanzania,Africa,10m LECZ: 90m Cell Size,Urban,182391,0.7,270305,0.8,373074,0.8,2060631,2.3
TZA,Tanzania,Africa,Total National Population,Rural,21723858,83.1,27819364,80.3,36822034,79.7,57254672,63.1
TZA,Tanzania,Africa,Total National Population,Urban,4405374,16.9,6808057,19.7,9396452,20.3,33419426,36.9
TGO,Togo,Africa,10m LECZ: 1 km Cell Size,Rural,30071,0.8,18392,0.3,20623,0.3,56767,0.4
TGO,Togo,Africa,10m LECZ: 1 km Cell Size,Urban,386039,9.7,569648,10.6,664529,10.8,1547140,10.4
TGO,Togo,Africa,10m LECZ: 90m Cell Size,Rural,30650,0.8,17952,0.3,20129,0.3,55024,0.4
TGO,Togo,Africa,10m LECZ: 90m Cell Size,Urban,377546,9.5,556872,10.4,649625,10.6,1513865,10.2
TGO,Togo,Africa,Total National Population,Rural,1961522,49.5,2259433,42.1,2533500,41.2,5798428,39
TGO,Togo,Africa,Total National Population,Urban,1999719,50.5,3104265,57.9,3621313,58.8,9082111,61
TUN,Tunisia,Africa,10m LECZ: 1 km Cell Size,Rural,151499,1.8,199043,2.1,217911,2.1,320447,2.4
TUN,Tunisia,Africa,10m LECZ: 1 km Cell Size,Urban,942961,11.5,1096305,11.5,1228386,11.6,1346437,10
TUN,Tunisia,Africa,10m LECZ: 90m Cell Size,Rural,152234,1.9,200006,2.1,218966,2.1,319953,2.4
TUN,Tunisia,Africa,10m LECZ: 90m Cell Size,Urban,873960,10.6,1014311,10.6,1136514,10.7,1241701,9.2
TUN,Tunisia,Africa,Total National Population,Rural,3631065,44.2,4192361,43.9,4589785,43.3,6631534,49.4
TUN,Tunisia,Africa,Total National Population,Urban,4577588,55.8,5358665,56.1,6004272,56.7,6800202,50.6
BHR,Bahrain,Asia,10m LECZ: 1 km Cell Size,Rural,98459,20,124507,18.5,244339,18.5,260816,18.6
BHR,Bahrain,Asia,10m LECZ: 1 km Cell Size,Urban,308234,62.5,400599,59.6,789632,59.7,838919,59.8
BHR,Bahrain,Asia,10m LECZ: 90m Cell Size,Rural,87634,17.8,111477,16.6,218768,16.5,233561,16.7
BHR,Bahrain,Asia,10m LECZ: 90m Cell Size,Urban,284877,57.8,370804,55.2,730902,55.2,776364,55.4
BHR,Bahrain,Asia,Total National Population,Rural,98748,20,124908,18.6,245125,18.5,261594,18.7
BHR,Bahrain,Asia,Total National Population,Urban,394205,80,547103,81.4,1078410,81.5,1140156,81.3
BGD,Bangladesh,Asia,10m LECZ: 1 km Cell Size,Rural,37160480,36.2,44721236,35.2,52433725,34.8,100074824,37
BGD,Bangladesh,Asia,10m LECZ: 1 km Cell Size,Urban,9522940,9.3,12767105,10,15646319,10.4,28297316,10.5
BGD,Bangladesh,Asia,10m LECZ: 90m Cell Size,Rural,34207376,33.3,41155788,32.4,48253390,32.1,92061840,34
BGD,Bangladesh,Asia,10m LECZ: 90m Cell Size,Urban,8848011,8.6,11932710,9.4,14623753,9.7,26353082,9.7
BGD,Bangladesh,Asia,Total National Population,Rural,83476792,81.3,101465904,79.8,118964406,79,214346992,79.2
BGD,Bangladesh,Asia,Total National Population,Urban,19170014,18.7,25727282,20.2,31529252,21,56281660,20.8
BRN,Brunei,Asia,10m LECZ: 1 km Cell Size,Rural,4568,1.8,6224,1.9,7411,1.8,16073,2.2
BRN,Brunei,Asia,10m LECZ: 1 km Cell Size,Urban,28801,11.4,40407,12.3,50318,12.4,89403,12.5
BRN,Brunei,Asia,10m LECZ: 90m Cell Size,Rural,3432,1.4,4718,1.4,5617,1.4,11476,1.6
BRN,Brunei,Asia,10m LECZ: 90m Cell Size,Urban,21647,8.5,30264,9.2,37687,9.3,66793,9.3
BRN,Brunei,Asia,Total National Population,Rural,55388,21.9,53900,16.4,64178,15.8,151079,21.1
BRN,Brunei,Asia,Total National Population,Urban,197889,78.1,274445,83.6,341760,84.2,566391,78.9
KHM,Cambodia,Asia,10m LECZ: 1 km Cell Size,Rural,2146261,22,2801654,22,3137793,21.9,8637616,23.4
KHM,Cambodia,Asia,10m LECZ: 1 km Cell Size,Urban,189779,1.9,255063,2,290155,2,946372,2.6
KHM,Cambodia,Asia,10m LECZ: 90m Cell Size,Rural,2550132,26.2,3323134,26.1,3721839,26,9895639,26.9
KHM,Cambodia,Asia,10m LECZ: 90m Cell Size,Urban,218282,2.2,294018,2.3,334469,2.3,1072204,2.9
KHM,Cambodia,Asia,Total National Population,Rural,8303290,85.3,10801715,84.8,12097691,84.6,31726288,86.1
KHM,Cambodia,Asia,Total National Population,Urban,1432961,14.7,1940518,15.2,2207492,15.4,5109847,13.9
CHN,China,Asia,10m LECZ: 1 km Cell Size,Rural,52683368,4.7,47228044,3.8,47965225,3.6,77911096,4.9
CHN,China,Asia,10m LECZ: 1 km Cell Size,Urban,72769288,6.4,100547104,8,113866955,8.4,151382096,9.6
CHN,China,Asia,10m LECZ: 90m Cell Size,Rural,53573680,4.7,48314176,3.9,49068311,3.6,78990688,5
CHN,China,Asia,10m LECZ: 90m Cell Size,Urban,72308968,6.4,100743736,8,114089635,8.5,150867840,9.6
CHN,China,Asia,Total National Population,Rural,688834624,60.9,622436032,49.6,632151622,46.9,727632896,46.1
CHN,China,Asia,Total National Population,Urban,442589824,39.1,631726528,50.4,715413702,53.1,851300992,53.9
CYP,Cyprus,Asia,10m LECZ: 1 km Cell Size,Rural,13933,2.1,15154,1.9,21301,1.9,19350,2.1
CYP,Cyprus,Asia,10m LECZ: 1 km Cell Size,Urban,38271,5.6,45028,5.7,64277,5.8,52101,5.8
CYP,Cyprus,Asia,10m LECZ: 90m Cell Size,Rural,8121,1.2,9083,1.2,12766,1.1,11491,1.3
CYP,Cyprus,Asia,10m LECZ: 90m Cell Size,Urban,54028,8,63884,8.1,91195,8.2,72113,8
CYP,Cyprus,Asia,Total National Population,Rural,160748,23.7,172173,21.9,242006,21.7,206999,23
CYP,Cyprus,Asia,Total National Population,Urban,518538,76.3,612649,78.1,874558,78.3,693366,77
PRK,Democratic People's Republic of Korea,Asia,10m LECZ: 1 km Cell Size,Rural,1157262,5.9,1307626,6,1468454,6,1616406,6.8
PRK,Democratic People's Republic of Korea,Asia,10m LECZ: 1 km Cell Size,Urban,943111,4.8,937982,4.3,1060321,4.3,977995,4.1
PRK,Democratic People's Republic of Korea,Asia,10m LECZ: 90m Cell Size,Rural,1373905,7,1568867,7.2,1761824,7.2,1931448,8.1
PRK,Democratic People's Republic of Korea,Asia,10m LECZ: 90m Cell Size,Urban,1368005,7,1366562,6.3,1544800,6.3,1436712,6
PRK,Democratic People's Republic of Korea,Asia,Total National Population,Rural,12859444,65.7,14821149,68.2,16644028,68.1,16437734,68.8
PRK,Democratic People's Republic of Korea,Asia,Total National Population,Urban,6708534,34.3,6906462,31.8,7807257,31.9,7465161,31.2
GEO,Georgia,Asia,10m LECZ: 1 km Cell Size,Rural,86731,1.6,75238,1.6,68978,1.6,24587,1
GEO,Georgia,Asia,10m LECZ: 1 km Cell Size,Urban,140736,2.6,117115,2.5,107459,2.5,36299,1.5
GEO,Georgia,Asia,10m LECZ: 90m Cell Size,Rural,86205,1.6,72305,1.5,66288,1.5,23663,1
GEO,Georgia,Asia,10m LECZ: 90m Cell Size,Urban,161116,3,120105,2.5,110202,2.5,39454,1.6
GEO,Georgia,Asia,Total National Population,Rural,2536474,46.5,2261748,47.9,2073541,47.9,968658,40.5
GEO,Georgia,Asia,Total National Population,Urban,2923349,53.5,2458166,52.1,2255485,52.1,1423313,59.5
IND,India,Asia,10m LECZ: 1 km Cell Size,Rural,30625642,3.6,35125048,3.4,42427427,3.4,56746460,3.3
IND,India,Asia,10m LECZ: 1 km Cell Size,Urban,30935144,3.7,36455124,3.6,45418801,3.7,53193940,3.1
IND,India,Asia,10m LECZ: 90m Cell Size,Rural,30549086,3.6,35075484,3.4,42367559,3.4,56309176,3.3
IND,India,Asia,10m LECZ: 90m Cell Size,Urban,29121866,3.4,34317244,3.4,42755254,3.4,50019704,2.9
IND,India,Asia,Total National Population,Rural,616400064,72.7,733864640,72,886432633,71.4,1227630592,72
IND,India,Asia,Total National Population,Urban,231103040,27.3,284986208,28,355059327,28.6,477818976,28
IDN,Indonesia,Asia,10m LECZ: 1 km Cell Size,Rural,15615236,8.6,18449874,8.9,20960581,8.6,25450144,8.4
IDN,Indonesia,Asia,10m LECZ: 1 km Cell Size,Urban,19497990,10.8,21710486,10.4,26271709,10.8,32089824,10.6
IDN,Indonesia,Asia,10m LECZ: 90m Cell Size,Rural,14342480,7.9,16998766,8.2,19312002,8,23508686,7.8
IDN,Indonesia,Asia,10m LECZ: 90m Cell Size,Urban,17158806,9.5,19141076,9.2,23162484,9.6,27922208,9.3
IDN,Indonesia,Asia,Total National Population,Rural,113971296,63.1,132441592,63.6,150464587,62.1,183524864,60.9
IDN,Indonesia,Asia,Total National Population,Urban,66738844,36.9,75912384,36.4,91861051,37.9,117879728,39.1
IRN,Iran,Asia,10m LECZ: 1 km Cell Size,Rural,484607,0.9,719571,1.1,791417,1.1,712457,0.8
IRN,Iran,Asia,10m LECZ: 1 km Cell Size,Urban,585480,1,702051,1.1,806589,1.1,741412,0.8
IRN,Iran,Asia,10m LECZ: 90m Cell Size,Rural,472171,0.8,695577,1,765028,1,684429,0.8
IRN,Iran,Asia,10m LECZ: 90m Cell Size,Urban,590510,1,706811,1.1,812059,1.1,743064,0.8
IRN,Iran,Asia,Total National Population,Rural,24843682,43.9,27669810,41.7,30432544,40.7,32856664,37.3
IRN,Iran,Asia,Total National Population,Urban,31761138,56.1,38615944,58.3,44366055,59.3,55326788,62.7
IRQ,Iraq,Asia,10m LECZ: 1 km Cell Size,Rural,1021604,5.5,1391537,5.5,1824371,5.6,2842398,3.3
IRQ,Iraq,Asia,10m LECZ: 1 km Cell Size,Urban,1064614,5.8,1430589,5.7,1854291,5.7,2982406,3.5
IRQ,Iraq,Asia,10m LECZ: 90m Cell Size,Rural,978559,5.3,1332939,5.3,1747546,5.3,2714002,3.2
IRQ,Iraq,Asia,10m LECZ: 90m Cell Size,Urban,1034350,5.6,1389930,5.5,1801590,5.5,2892915,3.4
IRQ,Iraq,Asia,Total National Population,Rural,8181512,44.2,11129484,44.4,14591283,44.7,41535780,48.3
IRQ,Iraq,Asia,Total National Population,Urban,10332416,55.8,13943864,55.6,18073659,55.3,44393568,51.7
ISR,Israel,Asia,10m LECZ: 1 km Cell Size,Rural,38471,0.9,48517,0.8,59633,0.8,83064,0.6
ISR,Israel,Asia,10m LECZ: 1 km Cell Size,Urban,250798,5.6,305442,5,381364,5,516829,3.9
ISR,Israel,Asia,10m LECZ: 90m Cell Size,Rural,32341,0.7,40788,0.7,50133,0.7,69680,0.5
ISR,Israel,Asia,10m LECZ: 90m Cell Size,Urban,183469,4.1,224570,3.7,280391,3.7,379979,2.8
ISR,Israel,Asia,Total National Population,Rural,714881,15.9,765239,12.6,940562,12.4,1632996,12.2
ISR,Israel,Asia,Total National Population,Urban,3786889,84.1,5303391,87.4,6621632,87.6,11724349,87.8
JPN,Japan,Asia,10m LECZ: 1 km Cell Size,Rural,1999017,1.6,1970911,1.6,1672704,1.3,1505660,1.5
JPN,Japan,Asia,10m LECZ: 1 km Cell Size,Urban,26511224,21.5,27284974,21.5,28217543,22.3,22081284,22.3
JPN,Japan,Asia,10m LECZ: 90m Cell Size,Rural,1525115,1.2,1532882,1.2,1300950,1,1196151,1.2
JPN,Japan,Asia,10m LECZ: 90m Cell Size,Urban,26224358,21.2,27033584,21.3,27957561,22.1,21946250,22.1
JPN,Japan,Asia,Total National Population,Rural,26405052,21.4,25848348,20.4,21937383,17.3,17904836,18.1
JPN,Japan,Asia,Total National Population,Urban,97057568,78.6,101104232,79.6,104559858,82.7,81275424,81.9
JOR,Jordan,Asia,10m LECZ: 1 km Cell Size,Rural,404,0,794,0,990,0,1095,0
JOR,Jordan,Asia,10m LECZ: 1 km Cell Size,Urban,660,0,1297,0,1674,0,1779,0
JOR,Jordan,Asia,10m LECZ: 90m Cell Size,Rural,227,0,447,0,557,0,552,0
JOR,Jordan,Asia,10m LECZ: 90m Cell Size,Urban,461,0,905,0,1168,0,1019,0
JOR,Jordan,Asia,Total National Population,Rural,1340566,41.2,1957110,39.4,2440284,38.6,4973639,38.4
JOR,Jordan,Asia,Total National Population,Urban,1913435,58.8,3014728,60.6,3889885,61.4,7984181,61.6
KWT,Kuwait,Asia,10m LECZ: 1 km Cell Size,Rural,309543,14.5,353691,15.9,444012,15.8,1767813,20.6
KWT,Kuwait,Asia,10m LECZ: 1 km Cell Size,Urban,336401,15.8,352194,15.9,448482,15.9,1487438,17.4
KWT,Kuwait,Asia,10m LECZ: 90m Cell Size,Rural,311565,14.6,356056,16.1,446982,15.9,1773844,20.7
KWT,Kuwait,Asia,10m LECZ: 90m Cell Size,Urban,221627,10.4,233018,10.5,296724,10.5,1028823,12
KWT,Kuwait,Asia,Total National Population,Rural,320734,15,365534,16.5,458880,16.3,1820489,21.3
KWT,Kuwait,Asia,Total National Population,Urban,1812081,85,1852653,83.5,2359162,83.7,6743485,78.7
LAO,Laos,Asia,10m LECZ: 1 km Cell Size,Rural,0,0,0,0,0,0,0,0
LAO,Laos,Asia,10m LECZ: 1 km Cell Size,Urban,0,0,0,0,0,0,0,0
LAO,Laos,Asia,10m LECZ: 90m Cell Size,Rural,0,0,0,0,0,0,0,0
LAO,Laos,Asia,10m LECZ: 90m Cell Size,Urban,0,0,0,0,0,0,0,0
LAO,Laos,Asia,Total National Population,Rural,3851117,87.8,4847162,86.6,5361091,85.3,11976912,90.8
LAO,Laos,Asia,Total National Population,Urban,534480,12.2,750952,13.4,926946,14.7,1213796,9.2
LBN,Lebanon,Asia,10m LECZ: 1 km Cell Size,Rural,120018,4.4,148701,4.4,186301,4.4,259800,4.6
LBN,Lebanon,Asia,10m LECZ: 1 km Cell Size,Urban,257253,9.5,318455,9.5,406787,9.6,542707,9.5
LBN,Lebanon,Asia,10m LECZ: 90m Cell Size,Rural,80076,3,99158,3,124231,2.9,182511,3.2
LBN,Lebanon,Asia,10m LECZ: 90m Cell Size,Urban,112751,4.2,139554,4.2,178264,4.2,235648,4.1
LBN,Lebanon,Asia,Total National Population,Rural,862352,31.9,1073456,32,1344891,31.6,2097144,36.7
LBN,Lebanon,Asia,Total National Population,Urban,1844532,68.1,2281637,68,2914514,68.4,3610415,63.3
MAC,Macau,Asia,10m LECZ: 1 km Cell Size,Rural,96805,26,128598,29,156177,28.1,224783,29
MAC,Macau,Asia,10m LECZ: 1 km Cell Size,Urban,136593,36.7,159994,36.1,203355,36.6,279662,36.1
MAC,Macau,Asia,10m LECZ: 90m Cell Size,Rural,67459,18.1,88245,19.9,107170,19.3,154248,19.9
MAC,Macau,Asia,10m LECZ: 90m Cell Size,Urban,126058,33.9,146883,33.1,186691,33.6,256744,33.1
MAC,Macau,Asia,Total National Population,Rural,108679,29.2,141650,31.9,172029,31,247598,31.9
MAC,Macau,Asia,Total National Population,Urban,263471,70.8,301887,68.1,383702,69,527683,68.1
MYS,Malaysia,Asia,10m LECZ: 1 km Cell Size,Rural,1348823,7.7,1594575,7,1922126,6.7,2879725,7
MYS,Malaysia,Asia,10m LECZ: 1 km Cell Size,Urban,2634791,15,3375503,14.9,4452965,15.4,6370237,15.6
MYS,Malaysia,Asia,10m LECZ: 90m Cell Size,Rural,1386408,7.9,1634317,7.2,1970031,6.8,2943666,7.2
MYS,Malaysia,Asia,10m LECZ: 90m Cell Size,Urban,2516025,14.3,3274190,14.4,4319312,15,6086765,14.9
MYS,Malaysia,Asia,Total National Population,Rural,8022763,45.5,9480560,41.8,11428017,39.6,18299518,44.7
MYS,Malaysia,Asia,Total National Population,Urban,9590877,54.5,13213411,58.2,17431137,60.4,22646756,55.3
MDV,Maldives,Asia,10m LECZ: 1 km Cell Size,Rural,205361,96.2,276778,96.3,307070,95.9,1697508,96.1
MDV,Maldives,Asia,10m LECZ: 1 km Cell Size,Urban,8156,3.8,10525,3.7,13011,4.1,68268,3.9
MDV,Maldives,Asia,10m LECZ: 90m Cell Size,Rural,196045,91.8,264251,92,293172,91.6,1634573,92.6
MDV,Maldives,Asia,10m LECZ: 90m Cell Size,Urban,0,0,0,0,0,0,0,0
MDV,Maldives,Asia,Total National Population,Rural,205361,96.2,276778,96.3,307070,95.9,1697508,96.1
MDV,Maldives,Asia,Total National Population,Urban,8156,3.8,10525,3.7,13011,4.1,68268,3.9
MMR,Myanmar,Asia,10m LECZ: 1 km Cell Size,Rural,6838335,16.8,7833799,16.5,7876349,16.3,14696361,22
MMR,Myanmar,Asia,10m LECZ: 1 km Cell Size,Urban,3474040,8.6,4222631,8.9,4446461,9.2,6280223,9.4
MMR,Myanmar,Asia,10m LECZ: 90m Cell Size,Rural,6816293,16.8,7812996,16.4,7855432,16.3,14480111,21.6
MMR,Myanmar,Asia,10m LECZ: 90m Cell Size,Urban,3404989,8.4,4139927,8.7,4359372,9,6107267,9.1
MMR,Myanmar,Asia,Total National Population,Rural,31930502,78.6,36863560,77.5,37063787,76.7,51762936,77.3
MMR,Myanmar,Asia,Total National Population,Urban,8691154,21.4,10705508,22.5,11272976,23.3,15163905,22.7
PSE,Occupied Palestinian Territory,Asia,10m LECZ: 1 km Cell Size,Rural,16326,0.8,24724,0.8,31969,0.8,46203,0.3
PSE,Occupied Palestinian Territory,Asia,10m LECZ: 1 km Cell Size,Urban,90272,4.2,136989,4.3,180996,4.4,253445,1.4
PSE,Occupied Palestinian Territory,Asia,10m LECZ: 90m Cell Size,Rural,11628,0.5,17598,0.6,22755,0.5,32962,0.2
PSE,Occupied Palestinian Territory,Asia,10m LECZ: 90m Cell Size,Urban,37004,1.7,55985,1.8,73969,1.8,105056,0.6
PSE,Occupied Palestinian Territory,Asia,Total National Population,Rural,223833,10.4,326081,10.4,421647,10.2,2161612,12.3
PSE,Occupied Palestinian Territory,Asia,Total National Population,Urban,1930427,89.6,2823657,89.6,3730722,89.8,15467839,87.7
OMN,Oman,Asia,10m LECZ: 1 km Cell Size,Rural,23587,1.3,31884,1.3,36709,1.3,68455,0.8
OMN,Oman,Asia,10m LECZ: 1 km Cell Size,Urban,264536,14.4,424858,17.4,496969,17.5,1210265,14.6
OMN,Oman,Asia,10m LECZ: 90m Cell Size,Rural,20509,1.1,30127,1.2,34686,1.2,56599,0.7
OMN,Oman,Asia,10m LECZ: 90m Cell Size,Urban,181443,9.8,300555,12.3,351568,12.4,792306,9.6
OMN,Oman,Asia,Total National Population,Rural,677452,36.8,535704,21.9,616771,21.7,1582621,19.2
OMN,Oman,Asia,Total National Population,Urban,1165179,63.2,1905889,78.1,2229374,78.3,6679511,80.8
PAK,Pakistan,Asia,10m LECZ: 1 km Cell Size,Rural,1469661,1.3,1878549,1.3,2309516,1.3,4242704,0.8
PAK,Pakistan,Asia,10m LECZ: 1 km Cell Size,Urban,1821895,1.6,2353748,1.7,2963479,1.7,4954937,1
PAK,Pakistan,Asia,10m LECZ: 90m Cell Size,Rural,1333409,1.2,1703378,1.2,2094158,1.2,3795857,0.7
PAK,Pakistan,Asia,10m LECZ: 90m Cell Size,Urban,1980700,1.8,2556570,1.8,3218842,1.8,5395760,1.1
PAK,Pakistan,Asia,Total National Population,Rural,76724976,68.7,95993920,67.3,118016333,66.8,344533216,67.7
PAK,Pakistan,Asia,Total National Population,Urban,34966716,31.3,46645620,32.7,58729031,33.2,164219344,32.3
PHL,Philippines,Asia,10m LECZ: 1 km Cell Size,Rural,4908018,8.1,6104893,8.1,7656446,8.1,11198400,8
PHL,Philippines,Asia,10m LECZ: 1 km Cell Size,Urban,4953693,8.1,5809688,7.7,7324065,7.7,12227077,8.7
PHL,Philippines,Asia,10m LECZ: 90m Cell Size,Rural,4529073,7.4,5612463,7.4,7038866,7.4,10355778,7.4
PHL,Philippines,Asia,10m LECZ: 90m Cell Size,Urban,4824409,7.9,5655298,7.5,7129431,7.5,11946888,8.5
PHL,Philippines,Asia,Total National Population,Rural,43214240,71,53425188,70.7,67003158,70.6,99637064,71.2
PHL,Philippines,Asia,Total National Population,Urban,17684998,29,22090634,29.3,27848872,29.4,40279688,28.8
QAT,Qatar,Asia,10m LECZ: 1 km Cell Size,Rural,21236,4.7,25021,4.2,65734,3.5,66143,5.5
QAT,Qatar,Asia,10m LECZ: 1 km Cell Size,Urban,135271,29.7,160914,27.1,513129,27.4,416733,34.6
QAT,Qatar,Asia,10m LECZ: 90m Cell Size,Rural,28316,6.2,33216,5.6,87261,4.7,87192,7.2
QAT,Qatar,Asia,10m LECZ: 90m Cell Size,Urban,116134,25.5,138499,23.4,441653,23.6,358751,29.8
QAT,Qatar,Asia,Total National Population,Rural,30520,6.7,35549,6,93392,5,103851,8.6
QAT,Qatar,Asia,Total National Population,Urban,425168,93.3,557145,94,1776649,95,1099324,91.4
KOR,Republic of Korea,Asia,10m LECZ: 1 km Cell Size,Rural,996861,2.3,898999,1.9,900891,1.9,607988,1.5
KOR,Republic of Korea,Asia,10m LECZ: 1 km Cell Size,Urban,1777190,4.2,2035782,4.4,2131244,4.4,1610914,4
KOR,Republic of Korea,Asia,10m LECZ: 90m Cell Size,Rural,973150,2.3,912775,2,914696,1.9,627922,1.6
KOR,Republic of Korea,Asia,10m LECZ: 90m Cell Size,Urban,2616757,6.1,2940544,6.3,3078433,6.4,2431366,6
KOR,Republic of Korea,Asia,Total National Population,Rural,7390955,17.3,6488498,14,6502157,13.4,4785183,11.9
KOR,Republic of Korea,Asia,Total National Population,Urban,35221396,82.7,40012888,86,41889186,86.6,35540640,88.1
RUS,Russia,Asia,10m LECZ: 1 km Cell Size,Rural,691323,0.5,607471,0.4,590673,0.4,279587,0.4
RUS,Russia,Asia,10m LECZ: 1 km Cell Size,Urban,2932419,2,2452666,1.7,2392285,1.7,1484470,1.9
RUS,Russia,Asia,10m LECZ: 90m Cell Size,Rural,853344,0.6,728671,0.5,708522,0.5,354988,0.5
RUS,Russia,Asia,10m LECZ: 90m Cell Size,Urban,2645841,1.8,2254486,1.5,2198984,1.5,1356462,1.7
RUS,Russia,Asia,Total National Population,Rural,51517140,34.7,47238058,32.2,45931876,32.2,19127158,24.3
RUS,Russia,Asia,Total National Population,Urban,96859987,65.3,99349502,67.8,96903679,67.8,59567274,75.7
SAU,Saudi Arabia,Asia,10m LECZ: 1 km Cell Size,Rural,145520,0.9,185597,0.9,238274,0.8,478551,0.8
SAU,Saudi Arabia,Asia,10m LECZ: 1 km Cell Size,Urban,1325828,8.1,1835779,8.6,2424440,8.6,7392719,11.7
SAU,Saudi Arabia,Asia,10m LECZ: 90m Cell Size,Rural,157035,1,201577,0.9,258789,0.9,524649,0.8
SAU,Saudi Arabia,Asia,10m LECZ: 90m Cell Size,Urban,1260378,7.7,1745085,8.1,2304664,8.2,6938244,11
SAU,Saudi Arabia,Asia,Total National Population,Rural,5687420,34.8,6735916,31.4,8647712,30.8,14075916,22.3
SAU,Saudi Arabia,Asia,Total National Population,Urban,10668145,65.2,14715999,68.6,19434829,69.2,49044144,77.7
SGP,Singapore,Asia,10m LECZ: 1 km Cell Size,Rural,466304,15.5,621057,15.5,768812,14.8,608405,15.3
SGP,Singapore,Asia,10m LECZ: 1 km Cell Size,Urban,483239,16,643611,16,838743,16.2,631331,15.9
SGP,Singapore,Asia,10m LECZ: 90m Cell Size,Rural,394195,13.1,525016,13.1,649923,12.5,513073,12.9
SGP,Singapore,Asia,10m LECZ: 90m Cell Size,Urban,523342,17.3,697023,17.3,908349,17.5,684987,17.2
SGP,Singapore,Asia,Total National Population,Rural,546504,18.1,727873,18.1,901041,17.4,713776,17.9
SGP,Singapore,Asia,Total National Population,Urban,2469876,81.9,3289554,81.9,4286892,82.6,3265157,82.1
LKA,Sri Lanka,Asia,10m LECZ: 1 km Cell Size,Rural,1182723,6.7,1016143,5.1,1081139,5.1,1138239,4.7
LKA,Sri Lanka,Asia,10m LECZ: 1 km Cell Size,Urban,1340547,7.5,1460867,7.4,1538570,7.3,1671783,6.9
LKA,Sri Lanka,Asia,10m LECZ: 90m Cell Size,Rural,1116812,6.3,974476,4.9,1036807,4.9,1109335,4.6
LKA,Sri Lanka,Asia,10m LECZ: 90m Cell Size,Urban,1370005,7.7,1517059,7.6,1597750,7.6,1753974,7.2
LKA,Sri Lanka,Asia,Total National Population,Rural,12474787,70.2,13802523,69.6,14685373,69.8,17006604,69.8
LKA,Sri Lanka,Asia,Total National Population,Urban,5304690,29.8,6038819,30.4,6360021,30.2,7343114,30.2
SYR,Syria,Asia,10m LECZ: 1 km Cell Size,Rural,37472,0.3,49223,0.3,60223,0.3,109353,0.2
SYR,Syria,Asia,10m LECZ: 1 km Cell Size,Urban,20498,0.2,27494,0.2,34639,0.2,61185,0.1
SYR,Syria,Asia,10m LECZ: 90m Cell Size,Rural,28564,0.2,37624,0.2,46032,0.2,83359,0.2
SYR,Syria,Asia,10m LECZ: 90m Cell Size,Urban,16169,0.1,21688,0.1,27323,0.1,48263,0.1
SYR,Syria,Asia,Total National Population,Rural,8218703,64.1,10708896,63.8,13101976,63.1,25607312,57.4
SYR,Syria,Asia,Total National Population,Urban,4608804,35.9,6083314,36.2,7664061,36.9,18997972,42.6
TWN,Taiwan,Asia,10m LECZ: 1 km Cell Size,Rural,204343,1,209992,1,0,0.9,255191,1
TWN,Taiwan,Asia,10m LECZ: 1 km Cell Size,Urban,3473375,17.7,3732686,17.4,0,17.6,4446858,17.9
TWN,Taiwan,Asia,10m LECZ: 90m Cell Size,Rural,209237,1.1,216135,1,0,0.9,269321,1.1
TWN,Taiwan,Asia,10m LECZ: 90m Cell Size,Urban,3616699,18.4,3810930,17.7,0,18,4461895,18
TWN,Taiwan,Asia,Total National Population,Rural,2173080,11.1,2556971,11.9,0,10.8,2983760,12
